selection_rank,status,decision,model_id,candidate_name,model_kind,role,variant_name,leverage,allocation_fraction,target_notional_fraction_of_equity,expected_replay_notional_for_10000_equity,live_notional_for_10000_equity,notional_parity_passed,train_return,train_mdd,train_sharpe,train_sortino,train_smart_sortino,train_calmar,train_trade_event_count,train_turnover_proxy,train_return_per_turnover_proxy_bps,train_return_per_turnover_proxy_pass,validation_return,validation_mdd,validation_sharpe,validation_sortino,validation_smart_sortino,validation_calmar,validation_trade_event_count,validation_turnover_proxy,validation_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_pass,train_validation_return_ratio,locked_oos_return,locked_oos_mdd,locked_oos_sharpe,locked_oos_sortino,locked_oos_smart_sortino,locked_oos_calmar,locked_oos_trade_event_count,locked_oos_turnover_proxy,locked_oos_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_pass,locked_oos_liquidation_count,locked_oos_account_wipeout_count,avg_bbo_spread_bps_assumption,bbo_spread_multiplier,return_per_turnover_proxy_threshold_bps,execution_efficiency_proxy_gate_pass,selection_eligible,calendar_quarantined,historical_oos_bucket_quarantined,primary_10bps_promotion_gate_pass,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons,primary_10bps_gate_reasons,trade_filter_params
884,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_carry_forward_old_split_selected_2p0x_0p2alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed,fresh_train_validation_10bps_retune,,2.0,0.2,0.4,4000.0,4000.0,True,-0.2810793529088157,0.4493227934110169,-1.003930807302058,-0.5622277472679236,-0.38792444983543434,-0.6255621949979713,2143,857.2,-3.279040514568545,False,0.008362839660805754,0.10817422165848599,0.25846904273885996,0.1507683363413582,0.13605111307833828,0.3181589378869828,490,196.0,0.4266754928982528,False,-33.61051560346834,-0.10266055325008594,0.14441002517277393,-4.566313809276629,-2.920582356489465,-2.5520419187594396,-3.9680265109613497,269,107.60000000000001,-9.540943610602783,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0084_below_0.02;train_return_not_positive;train_validation_return_ratio_-33.6105_below_0.50;train_return_per_turnover_proxy_bps_-3.279_not_above_10.000;validation_return_per_turnover_proxy_bps_0.427_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.541_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
885,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_4p0x_0p1alloc,alpha_zoo_conservative_exit,individual_seed,fresh_train_validation_10bps_retune,,4.0,0.1,0.4,4000.0,4000.0,True,-0.2810793529088157,0.4493227934110169,-1.003930807302058,-0.5622277472679236,-0.38792444983543434,-0.6255621949979713,2143,857.2,-3.279040514568545,False,0.008362839660805754,0.10817422165848599,0.25846904273885996,0.1507683363413582,0.13605111307833828,0.3181589378869828,490,196.0,0.4266754928982528,False,-33.61051560346834,-0.10266055325008594,0.14441002517277393,-4.566313809276629,-2.920582356489465,-2.5520419187594396,-3.9680265109613497,269,107.60000000000001,-9.540943610602783,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0084_below_0.02;train_return_not_positive;train_validation_return_ratio_-33.6105_below_0.50;train_return_per_turnover_proxy_bps_-3.279_not_above_10.000;validation_return_per_turnover_proxy_bps_0.427_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.541_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
886,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_2p0x_0p2alloc,alpha_zoo_conservative_exit,individual_seed,fresh_train_validation_10bps_retune,,2.0,0.2,0.4,4000.0,4000.0,True,-0.2810793529088157,0.4493227934110169,-1.003930807302058,-0.5622277472679236,-0.38792444983543434,-0.6255621949979713,2143,857.2,-3.279040514568545,False,0.008362839660805754,0.10817422165848599,0.25846904273885996,0.1507683363413582,0.13605111307833828,0.3181589378869828,490,196.0,0.4266754928982528,False,-33.61051560346834,-0.10266055325008594,0.14441002517277393,-4.566313809276629,-2.920582356489465,-2.5520419187594396,-3.9680265109613497,269,107.60000000000001,-9.540943610602783,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0084_below_0.02;train_return_not_positive;train_validation_return_ratio_-33.6105_below_0.50;train_return_per_turnover_proxy_bps_-3.279_not_above_10.000;validation_return_per_turnover_proxy_bps_0.427_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.541_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
887,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_carry_forward_old_split_selected_6p0x_0p075alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed,fresh_train_validation_10bps_retune,,6.0,0.075,0.44999999999999996,4500.0,4500.0,True,-0.3137250952017596,0.4901163108014521,-1.0020996926962216,-0.5614194438818955,-0.37676216266630796,-0.6401033556478612,2143,964.3499999999999,-3.2532285498186306,False,0.008512703628240192,0.12097267489177106,0.2623656236802593,0.15317523577914618,0.1366449327535438,0.2896635934813304,490,220.49999999999997,0.38606365660953257,False,-36.85375515259365,-0.11495683540189294,0.16100320459895576,-4.564518471321018,-2.919861435577942,-2.5149469217757647,-3.831524330328657,269,121.04999999999998,-9.496640677562409,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0085_below_0.02;train_return_not_positive;train_validation_return_ratio_-36.8538_below_0.50;train_return_per_turnover_proxy_bps_-3.253_not_above_10.000;validation_return_per_turnover_proxy_bps_0.386_not_above_10.000;validation_mdd_0.1210_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.497_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
888,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_carry_forward_old_split_selected_3p0x_0p15alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed,fresh_train_validation_10bps_retune,,3.0,0.15,0.44999999999999996,4500.0,4500.0,True,-0.3137250952017596,0.4901163108014521,-1.0020996926962216,-0.5614194438818955,-0.37676216266630796,-0.6401033556478612,2143,964.3499999999999,-3.2532285498186306,False,0.008512703628240192,0.12097267489177106,0.2623656236802593,0.15317523577914618,0.1366449327535438,0.2896635934813304,490,220.49999999999997,0.38606365660953257,False,-36.85375515259365,-0.11495683540189294,0.16100320459895576,-4.564518471321018,-2.919861435577942,-2.5149469217757647,-3.831524330328657,269,121.04999999999998,-9.496640677562409,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0085_below_0.02;train_return_not_positive;train_validation_return_ratio_-36.8538_below_0.50;train_return_per_turnover_proxy_bps_-3.253_not_above_10.000;validation_return_per_turnover_proxy_bps_0.386_not_above_10.000;validation_mdd_0.1210_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.497_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
889,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_6p0x_0p075alloc,alpha_zoo_conservative_exit,individual_seed,fresh_train_validation_10bps_retune,,6.0,0.075,0.44999999999999996,4500.0,4500.0,True,-0.3137250952017596,0.4901163108014521,-1.0020996926962216,-0.5614194438818955,-0.37676216266630796,-0.6401033556478612,2143,964.3499999999999,-3.2532285498186306,False,0.008512703628240192,0.12097267489177106,0.2623656236802593,0.15317523577914618,0.1366449327535438,0.2896635934813304,490,220.49999999999997,0.38606365660953257,False,-36.85375515259365,-0.11495683540189294,0.16100320459895576,-4.564518471321018,-2.919861435577942,-2.5149469217757647,-3.831524330328657,269,121.04999999999998,-9.496640677562409,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0085_below_0.02;train_return_not_positive;train_validation_return_ratio_-36.8538_below_0.50;train_return_per_turnover_proxy_bps_-3.253_not_above_10.000;validation_return_per_turnover_proxy_bps_0.386_not_above_10.000;validation_mdd_0.1210_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.497_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
890,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_3p0x_0p15alloc,alpha_zoo_conservative_exit,individual_seed,fresh_train_validation_10bps_retune,,3.0,0.15,0.44999999999999996,4500.0,4500.0,True,-0.3137250952017596,0.4901163108014521,-1.0020996926962216,-0.5614194438818955,-0.37676216266630796,-0.6401033556478612,2143,964.3499999999999,-3.2532285498186306,False,0.008512703628240192,0.12097267489177106,0.2623656236802593,0.15317523577914618,0.1366449327535438,0.2896635934813304,490,220.49999999999997,0.38606365660953257,False,-36.85375515259365,-0.11495683540189294,0.16100320459895576,-4.564518471321018,-2.919861435577942,-2.5149469217757647,-3.831524330328657,269,121.04999999999998,-9.496640677562409,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0085_below_0.02;train_return_not_positive;train_validation_return_ratio_-36.8538_below_0.50;train_return_per_turnover_proxy_bps_-3.253_not_above_10.000;validation_return_per_turnover_proxy_bps_0.386_not_above_10.000;validation_mdd_0.1210_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.497_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
891,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_carry_forward_old_split_selected_7p0x_0p05alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed,fresh_train_validation_10bps_retune,,7.0,0.05,0.35000000000000003,3500.0000000000005,3500.0000000000005,True,-0.31358662526198733,0.43064178883246856,-1.2951813544994457,-0.6793972321493357,-0.474889827385641,-0.72818438292337,2143,750.0500000000001,-4.180876278407936,False,0.008013709835304583,0.09521851883416813,0.25457079941502825,0.14836485759842236,0.1354659869670145,0.34617397079875445,490,171.50000000000003,0.4672717105133867,False,-39.131267753228876,-0.09024526783160902,0.1275059281974114,-4.568109143104139,-2.9213031227189212,-2.5909425836805355,-4.1123461935796675,269,94.15,-9.585264772342965,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0080_below_0.02;train_return_not_positive;train_validation_return_ratio_-39.1313_below_0.50;train_return_per_turnover_proxy_bps_-4.181_not_above_10.000;validation_return_per_turnover_proxy_bps_0.467_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.585_not_above_10.000;primary_10bps_promotion_gate_failed,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
892,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_7p0x_0p05alloc,alpha_zoo_conservative_exit,individual_seed,fresh_train_validation_10bps_retune,,7.0,0.05,0.35000000000000003,3500.0000000000005,3500.0000000000005,True,-0.31358662526198733,0.43064178883246856,-1.2951813544994457,-0.6793972321493357,-0.474889827385641,-0.72818438292337,2143,750.0500000000001,-4.180876278407936,False,0.008013709835304583,0.09521851883416813,0.25457079941502825,0.14836485759842236,0.1354659869670145,0.34617397079875445,490,171.50000000000003,0.4672717105133867,False,-39.131267753228876,-0.09024526783160902,0.1275059281974114,-4.568109143104139,-2.9213031227189212,-2.5909425836805355,-4.1123461935796675,269,94.15,-9.585264772342965,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0080_below_0.02;train_return_not_positive;train_validation_return_ratio_-39.1313_below_0.50;train_return_per_turnover_proxy_bps_-4.181_not_above_10.000;validation_return_per_turnover_proxy_bps_0.467_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.585_not_above_10.000;primary_10bps_promotion_gate_failed,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
893,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_carry_forward_old_split_selected_5p0x_0p1alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed,fresh_train_validation_10bps_retune,,5.0,0.1,0.5,5000.0,5000.0,True,-0.34564443806873235,0.5281378494500756,-1.000269346733452,-0.5606107645596293,-0.36685876523598565,-0.6544587524424451,2143,1071.5,-3.2257997019947027,False,0.008463474015577122,0.1336153552413806,0.2662605137258697,0.15558555629121482,0.13724722020732155,0.2607193580772551,490,245.0,0.3454479190031478,False,-40.839546199653924,-0.1271342495301463,0.17729085533357564,-4.562723129598912,-2.919140359974947,-2.479540503309042,-3.7023889401738947,269,134.5,-9.452360559862178,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0085_below_0.02;train_return_not_positive;train_validation_return_ratio_-40.8395_below_0.50;train_return_per_turnover_proxy_bps_-3.226_not_above_10.000;validation_return_per_turnover_proxy_bps_0.345_not_above_10.000;validation_mdd_0.1336_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.452_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
894,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_carry_forward_old_split_selected_4p0x_0p125alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed,fresh_train_validation_10bps_retune,,4.0,0.125,0.5,5000.0,5000.0,True,-0.34564443806873235,0.5281378494500756,-1.000269346733452,-0.5606107645596293,-0.36685876523598565,-0.6544587524424451,2143,1071.5,-3.2257997019947027,False,0.008463474015577122,0.1336153552413806,0.2662605137258697,0.15558555629121482,0.13724722020732155,0.2607193580772551,490,245.0,0.3454479190031478,False,-40.839546199653924,-0.1271342495301463,0.17729085533357564,-4.562723129598912,-2.919140359974947,-2.479540503309042,-3.7023889401738947,269,134.5,-9.452360559862178,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0085_below_0.02;train_return_not_positive;train_validation_return_ratio_-40.8395_below_0.50;train_return_per_turnover_proxy_bps_-3.226_not_above_10.000;validation_return_per_turnover_proxy_bps_0.345_not_above_10.000;validation_mdd_0.1336_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.452_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
895,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_5p0x_0p1alloc,alpha_zoo_conservative_exit,individual_seed,fresh_train_validation_10bps_retune,,5.0,0.1,0.5,5000.0,5000.0,True,-0.34564443806873235,0.5281378494500756,-1.000269346733452,-0.5606107645596293,-0.36685876523598565,-0.6544587524424451,2143,1071.5,-3.2257997019947027,False,0.008463474015577122,0.1336153552413806,0.2662605137258697,0.15558555629121482,0.13724722020732155,0.2607193580772551,490,245.0,0.3454479190031478,False,-40.839546199653924,-0.1271342495301463,0.17729085533357564,-4.562723129598912,-2.919140359974947,-2.479540503309042,-3.7023889401738947,269,134.5,-9.452360559862178,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0085_below_0.02;train_return_not_positive;train_validation_return_ratio_-40.8395_below_0.50;train_return_per_turnover_proxy_bps_-3.226_not_above_10.000;validation_return_per_turnover_proxy_bps_0.345_not_above_10.000;validation_mdd_0.1336_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.452_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
896,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_4p0x_0p125alloc,alpha_zoo_conservative_exit,individual_seed,fresh_train_validation_10bps_retune,,4.0,0.125,0.5,5000.0,5000.0,True,-0.34564443806873235,0.5281378494500756,-1.000269346733452,-0.5606107645596293,-0.36685876523598565,-0.6544587524424451,2143,1071.5,-3.2257997019947027,False,0.008463474015577122,0.1336153552413806,0.2662605137258697,0.15558555629121482,0.13724722020732155,0.2607193580772551,490,245.0,0.3454479190031478,False,-40.839546199653924,-0.1271342495301463,0.17729085533357564,-4.562723129598912,-2.919140359974947,-2.479540503309042,-3.7023889401738947,269,134.5,-9.452360559862178,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0085_below_0.02;train_return_not_positive;train_validation_return_ratio_-40.8395_below_0.50;train_return_per_turnover_proxy_bps_-3.226_not_above_10.000;validation_return_per_turnover_proxy_bps_0.345_not_above_10.000;validation_mdd_0.1336_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.452_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
897,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_carry_forward_old_split_selected_8p0x_0p03alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed,fresh_train_validation_10bps_retune,,8.0,0.03,0.24,2400.0,2400.0,True,-0.275785966649986,0.3337432771483599,-1.5966234666126315,-0.788526883726335,-0.5912133895904336,-0.8263416390179151,2143,514.3199999999999,-5.362147430587689,False,0.006544093912767224,0.06615512865987697,0.2459889533534997,0.14308924332411302,0.13421052854097476,0.4059680430715542,490,117.6,0.5564705708135395,False,-42.142727522895164,-0.06251223687005703,0.08919536064481864,-4.572058861209782,-2.922888263988829,-2.6835298511172865,-4.459764665867773,269,64.56,-9.68281240242519,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0065_below_0.02;train_return_not_positive;train_validation_return_ratio_-42.1427_below_0.50;train_return_per_turnover_proxy_bps_-5.362_not_above_10.000;validation_return_per_turnover_proxy_bps_0.556_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.683_not_above_10.000;primary_10bps_promotion_gate_failed,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
898,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_8p0x_0p03alloc,alpha_zoo_conservative_exit,individual_seed,fresh_train_validation_10bps_retune,,8.0,0.03,0.24,2400.0,2400.0,True,-0.275785966649986,0.3337432771483599,-1.5966234666126315,-0.788526883726335,-0.5912133895904336,-0.8263416390179151,2143,514.3199999999999,-5.362147430587689,False,0.006544093912767224,0.06615512865987697,0.2459889533534997,0.14308924332411302,0.13421052854097476,0.4059680430715542,490,117.6,0.5564705708135395,False,-42.142727522895164,-0.06251223687005703,0.08919536064481864,-4.572058861209782,-2.922888263988829,-2.6835298511172865,-4.459764665867773,269,64.56,-9.68281240242519,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0065_below_0.02;train_return_not_positive;train_validation_return_ratio_-42.1427_below_0.50;train_return_per_turnover_proxy_bps_-5.362_not_above_10.000;validation_return_per_turnover_proxy_bps_0.556_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.683_not_above_10.000;primary_10bps_promotion_gate_failed,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
899,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_carry_forward_old_split_selected_3p0x_0p175alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed,fresh_train_validation_10bps_retune,,3.0,0.175,0.5249999999999999,5249.999999999999,5249.999999999999,True,-0.36131928417762293,0.5461618837965515,-0.9993544636431597,-0.5602062846024228,-0.3623205891137699,-0.6615607842604712,2143,1125.0749999999998,-3.211512869609786,False,0.008364284187114546,0.1398787399809883,0.2682073157661044,0.15679199956780948,0.13755147286142436,0.24608897935674026,490,257.24999999999994,0.3251422424534324,False,-43.197872776040676,-0.13317842980349848,0.1853217676186304,-4.56182545743884,-2.9187797641614814,-2.462436651294655,-3.6404500228804935,269,141.22499999999997,-9.430230469357301,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0084_below_0.02;train_return_not_positive;train_validation_return_ratio_-43.1979_below_0.50;train_return_per_turnover_proxy_bps_-3.212_not_above_10.000;validation_return_per_turnover_proxy_bps_0.325_not_above_10.000;validation_mdd_0.1399_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.430_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
900,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_conservative_exit_3p0x_0p175alloc,alpha_zoo_conservative_exit,individual_seed,fresh_train_validation_10bps_retune,,3.0,0.175,0.5249999999999999,5249.999999999999,5249.999999999999,True,-0.36131928417762293,0.5461618837965515,-0.9993544636431597,-0.5602062846024228,-0.3623205891137699,-0.6615607842604712,2143,1125.0749999999998,-3.211512869609786,False,0.008364284187114546,0.1398787399809883,0.2682073157661044,0.15679199956780948,0.13755147286142436,0.24608897935674026,490,257.24999999999994,0.3251422424534324,False,-43.197872776040676,-0.13317842980349848,0.1853217676186304,-4.56182545743884,-2.9187797641614814,-2.462436651294655,-3.6404500228804935,269,141.22499999999997,-9.430230469357301,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_0.0084_below_0.02;train_return_not_positive;train_validation_return_ratio_-43.1979_below_0.50;train_return_per_turnover_proxy_bps_-3.212_not_above_10.000;validation_return_per_turnover_proxy_bps_0.325_not_above_10.000;validation_mdd_0.1399_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.430_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
